distance_in_lamda,RMSE
0.10000000000000084,inf
0.1999999999999987,inf
0.29999999999999954,inf
0.40000000000000036,inf
0.5000000000000012,inf
0.5999999999999991,inf
0.7,inf
0.8000000000000007,inf
0.8999999999999986,inf
0.9999999999999994,inf
1.999999999999999,14.544517937292891
3.0000000000000013,11.95866867258241
4.000000000000001,10.366410663496872
5.0,5.646064094470322
6.0,2.869459817722685
6.999999999999999,2.0576060764922026
8.000000000000002,2.047137275932097
8.999999999999998,1.887306660068858
10.0,1.7456694843764786
11.000000000000004,2.0020241301226096
12.0,1.7436241015416896
13.000000000000002,1.498614676847782
13.999999999999998,1.5224093706102224
15.0,1.3796751573161439
16.000000000000004,1.2742375540364772
17.0,1.2322138998623418
17.999999999999996,1.2171477169837261
19.0,1.234008685204866
