distance_in_lamda,RMSE
20.0,1.1279840234120637
30.0,1.5095935235804783
40.0,1.8068624383882947
50.0,2.261598004089994
60.0,2.7090054366666774
70.0,3.207468864664579
80.0,3.4761383925338345
90.0,4.00583655767923
100.00000000000001,4.245736869570816
110.0,4.784144679857099
