distance_in_lamda,RMSE
0.2999999999999998,inf
0.6000000000000001,inf
0.8999999999999999,inf
1.2000000000000002,inf
1.5,10.203314457310114
1.7999999999999998,8.228364800734072
2.0999999999999996,5.633537206704716
2.4000000000000004,3.089360315975259
2.6999999999999993,3.6835150473233
