distance_in_lamda,RMSE
20.0,3.9624717253078656
30.0,5.304630212660735
40.0,3.980372759140959
50.0,4.721880384018911
60.0,6.105341046804942
70.0,6.493699749787736
80.0,5.416987881092104
90.0,4.571598883107031
100.00000000000001,4.265157512137331
110.0,4.403651850923708
