distance_in_lamda,RMSE
0.09999999999999935,3.4112430394276703
0.20000000000000018,3.15157690685298
0.29999999999999954,3.180981824525856
0.40000000000000036,3.0416989753700316
0.4999999999999997,3.0146806957118133
0.5999999999999991,3.037340813236363
0.7,3.02513407066289
0.8000000000000007,3.017335201697711
0.8999999999999986,3.028819449069427
0.9999999999999994,2.9489716079489665
1.999999999999999,2.5939109479885114
3.0000000000000013,2.183306013694503
4.000000000000001,1.9127838091140037
5.0,1.8056130750756136
6.0,1.7790094890715031
6.999999999999999,1.7457752216410676
8.000000000000002,1.7730964574313217
8.999999999999998,1.7943328476568985
10.0,1.8409130321501053
11.0,1.9297882873948442
12.0,1.972949940008462
13.000000000000002,2.041217399296582
13.999999999999998,2.139204338358919
15.0,2.3081992220448515
16.000000000000004,2.4355384846816976
17.0,2.578485357400062
17.999999999999996,2.6099237309416052
19.0,2.558528253811674
