distance_in_lamda,RMSE
0.09999999999999935,4.039794491877574
0.20000000000000018,3.9672417655893883
0.29999999999999954,3.8833447603870233
0.40000000000000036,3.808031778398676
0.4999999999999997,3.7259139067770146
0.5999999999999991,3.633898905647954
0.7,3.5487509803138777
0.8000000000000007,3.479412501532103
0.8999999999999986,3.409454667518649
0.9999999999999994,3.3397952589982087
1.999999999999999,3.0082008257763846
3.0000000000000013,2.808740048710389
4.000000000000001,2.785575806038243
5.0,2.8641080466733713
6.0,3.0151814362361407
6.999999999999999,3.214406735209103
8.000000000000002,3.3184379201131255
8.999999999999998,3.3423481061300304
10.0,3.3799025730967935
11.0,3.3190529672347746
12.0,3.509022544049436
13.000000000000002,3.7344362124613575
13.999999999999998,3.9242139250599926
15.0,3.9538343374403238
16.000000000000004,3.8736050170688276
17.0,3.786097454480975
17.999999999999996,3.7970408940952414
19.0,3.818648071228154
