distance_in_lamda,RMSE
0.10000000000000084,6.155731368253275
0.1999999999999987,6.1738238039243605
0.29999999999999954,6.15915437078189
0.40000000000000036,6.134476609268325
0.5000000000000012,6.095584284607984
0.5999999999999991,6.039647818568214
0.7,5.974421967813088
0.8000000000000007,5.908699715388757
0.8999999999999986,5.834443390316289
0.9999999999999994,5.762174032643574
1.999999999999999,5.124322634387526
3.0000000000000013,4.677836074455378
3.999999999999998,4.435794473993451
5.0,4.259145686279118
6.000000000000003,4.200698565067227
6.999999999999999,4.193366355678556
8.000000000000002,4.173338136254238
8.999999999999998,4.146674596027211
10.0,4.1168209635377595
11.000000000000004,4.137456650001748
12.0,4.150121865009577
13.000000000000002,4.189093259085785
13.999999999999998,4.2188339951390335
15.0,4.24013903666062
16.000000000000004,4.262501392242537
17.0,4.262373845599262
17.999999999999996,4.235836560561046
19.0,4.197287211704414
