distance_in_lamda,RMSE
0.10000000000000084,inf
0.1999999999999987,inf
0.29999999999999954,inf
0.40000000000000036,inf
0.5000000000000012,inf
0.5999999999999991,inf
0.7,inf
0.8000000000000007,inf
0.9000000000000016,inf
0.9999999999999994,inf
1.999999999999999,14.648826270447826
2.9999999999999982,12.720844751673699
4.000000000000001,10.575259590856282
5.0,8.844478382135092
6.0,5.014457115641942
7.000000000000002,2.2088233948543414
7.999999999999998,2.0572781579549946
9.000000000000002,1.9227398387874757
9.999999999999998,1.8730294223182204
11.0,1.8330704584337907
12.000000000000002,1.8384184252652318
12.999999999999998,1.6895856419271136
14.000000000000002,1.5410741723790113
14.999999999999998,1.4782589428616244
16.0,1.4617647207225715
17.000000000000004,1.3546609561181957
18.0,1.3729256535858794
19.0,1.2716167354393642
