distance_in_lamda,RMSE
0.10000000000000084,inf
0.1999999999999987,inf
0.29999999999999954,inf
0.40000000000000036,inf
0.5000000000000012,inf
0.5999999999999991,inf
0.7,inf
0.8000000000000007,inf
0.9000000000000016,inf
0.9999999999999994,inf
1.999999999999999,inf
2.9999999999999982,inf
4.000000000000001,inf
5.0,inf
6.0,inf
7.000000000000002,inf
7.999999999999998,inf
9.000000000000002,13.981593116072569
9.999999999999998,13.097490918792325
11.0,12.130195784343364
12.000000000000002,11.37050765248406
12.999999999999998,10.769236519337356
14.000000000000002,10.218038393683521
14.999999999999998,9.919872684381339
16.0,9.377549918461648
17.000000000000004,8.511299574208325
18.0,7.662009112148956
19.0,6.38997564468286
