distance_in_lamda,RMSE
0.09999999999999935,3.0184777460078247
0.20000000000000018,2.6915294636268063
0.29999999999999954,2.7510012971121562
0.40000000000000036,2.71693552526963
0.4999999999999997,2.7098432039752174
0.6000000000000005,2.787759878579092
0.7,2.8380762840132485
0.8000000000000007,2.797933060491096
0.9000000000000001,2.7582323985802386
0.9999999999999994,2.695332671820654
2.0000000000000004,2.2201993340520985
3.0,1.9739663840201709
4.000000000000001,1.9008574142765842
5.0,1.8171538252014392
6.0,1.6618173695888945
6.999999999999999,1.7914444788685218
8.000000000000002,1.794852502263994
8.999999999999998,1.8046734540035845
10.0,2.0235304975424393
11.0,2.0769150178446423
12.0,2.0094015853843032
13.000000000000002,2.1066011695174525
14.000000000000002,2.1196631024822334
15.0,2.161253150826553
16.0,2.350745557317796
17.0,2.3341921060060984
17.999999999999996,2.5471724563035
19.0,2.5346050937809546
