distance_in_lamda,RMSE
20.0,2.4043932063262075
30.0,2.593525045193125
40.0,3.6098646493505564
50.0,3.440465952010039
60.0,4.899522935479387
70.0,5.800322152176892
80.0,6.605909474605885
90.0,7.113698270702301
100.0,7.126037674009658
110.0,7.016367531400788
