distance_in_lamda,RMSE
20.0,2.772473906417734
30.0,3.0619468181248872
40.0,3.7345466624145005
50.0,4.051364541110223
60.0,5.182995209648279
70.0,6.087873866142785
80.0,7.102930877589967
90.0,7.736017211018974
100.0,7.529509184276643
110.0,7.065546794348683
