distance_in_lamda,RMSE
0.10000000000000084,inf
0.1999999999999987,inf
0.29999999999999954,inf
0.40000000000000036,inf
0.5000000000000012,inf
0.5999999999999991,inf
0.7,inf
0.8000000000000007,inf
0.9000000000000016,inf
0.9999999999999994,inf
1.999999999999999,inf
2.9999999999999982,inf
4.000000000000001,inf
5.0000000000000036,inf
6.0,inf
7.000000000000002,inf
7.999999999999998,15.381238597146734
9.000000000000002,14.367797238357769
10.000000000000004,13.669347146720039
11.0,12.561975578083908
11.999999999999996,11.986610015844917
12.999999999999998,11.335966087573487
14.000000000000002,10.498799016424618
15.000000000000004,10.237806401640894
16.0,9.740462646018543
16.999999999999996,9.251646275584198
18.0,8.851904668640351
19.0,8.149249242484155
